"","V1","V2"
"467","authorizav","authorize, authenticate; approve, confirm; bind one's self;"
"468","authorav","bind/pledge/oblige/engage oneself, hire oneself out; purchase (w/sibi), secure;"
"469","automatizav","automate;"
"470","autumnav","bring autumnal conditions;"
"471","autumav","say, assert; say yes; affirm; mention, speak of; name, call; reckon, judge;"
"472","auxiliav","help (w/DAT); give help/aid; assist; be helpful, be of use/avail; remedy, heal;"
"473","averruncav","avert (something bad), ward off;"
"474","avocav","call/summon away; dissuade, divert, distract; remove, take away (property);"
"475","avolav","fly/rush away/off; hasten away, flee, vanish; fly away (missile);"
"476","badissav","go, proceed; walk;"
"477","balitav","bleat;"
"478","ballav","dance;"
"479","balav","bleat, baa (like a sheep); talk foolishly;"
"480","baptizav","baptize; immerse;"
"481","barbav","supply with a beard (or perhaps a nonsense word);"
"482","basiav","kiss, give a kiss;"
"483","baubav","bark;"
"484","beatificav","bless; make happy;"
"485","bebav","bleat;"
"486","belligerav","wage or carry on war; be at war;"
"487","bellav","fight, wage war, struggle; take part in war/battle/fight (also animals/games);"
"488","belav","bleat, baa (like a sheep); talk foolishly;"
"489","beav","bless, make happy, gladden, delight; enrich (with);"
"490","binav","duplicate; binate (offer two masses in one day);"
"491","bituminav","cover/impregnate with bitumen/tar; tar;"
"492","blacterav","bleat (of a ram/sheep);"
"493","blasphemav","blaspheme (against God); revile; reproach;"
"494","blaterav","prate, babble; utter in a babbling way; (applied to sounds of certain animals);"
"495","blatterav","prate, babble; utter in a babbling way; (applied to sounds of certain animals);"
"496","blattav","prate, babble; utter in a babbling way; (applied to sounds of certain animals);"
"497","boicotizav","boycott;"
"498","bombardav","bombard;"
"499","bombilav","buzz, hum;"
"500","bombitav","buzz, hum;"
"501","boav","cry aloud, roar, bellow; call loudly upon;"
"502","botonav","button;"
"503","bovav","cry aloud, roar, bellow; call loudly upon;"
"504","braciav","brew beer;"
"505","breviav","shorten, abridge; abbreviate (speech/writing); pronounce short;"
"506","bubinav","menstruate, have monthly period (woman);"
"507","bubulcitav","drive/tend cattle; be a plowman/farm laborer; be a rustic in general;"
"508","bubulav","screech (like an owl);"
"509","buccinav","give signal with/sound trumpet/horn; blow trumpet (bucina); honk horn (Cal);"
"510","bucinav","give signal with/sound trumpet/horn; blow trumpet (bucina); honk (Cal);"
"511","bulimav","have great/insatiable hunger;"
"512","bullav","bubble, boil, effervesce;"
"513","buvinav","menstruate, have monthly period (woman);"
"514","cacabav","cackle; natural cry of partridge;"
"515","cachinnav","laugh aloud or boisterously, guffaw; laugh loudly at;"
"516","cacav","defecate; defecate upon; defile with excrement; (rude);"
"517","cacuminav","make pointed or tapered; sharpen;"
"518","caecav","blind; obscure, confuse, hide; morally blind; [stu ~ => throw dust, deceive];"
"519","caecultav","be dim-sighted, see badly, be almost blind; be like one blind/unseeing;"
"520","caelav","carve, make raised work/relief; engrave, emboss; chase, finish; embroider;"
"521","caementav","cement, fasten with mortar;"
"522","caenitav","dine/eat habitually (in a particular place/manner); have dinner, dine (often);"
"523","caenav","dine, eat dinner/supper; have dinner with; dine on, make a meal of;"
"524","caespitav","stumble;"
"525","caiav","beat, thrash, cudgel;"
"526","calceav","put shoes on, furnish with shoes; shoe (horses); put feet in something;"
"527","calciav","put shoes on, furnish with shoes, shoe (horses); put feet in something;"
"528","calcitrav","kick with heels, kick; be refractory; resist; kick convulsively (dying);"
"529","calcav","tread/trample upon/under foot, crush; tamp/ram down; spurn; copulate (cock);"
"530","calculav","calculate, compute, reckon; consider as; esteem;"
"531","calecav","coat with lime/whitewash, whitewash;"
"532","calefactav","heat, warm; make a person warm by beating;"
"533","calicav","coat with lime/whitewash, whitewash;"
"534","caligav","be dark/gloomy/misty/cloudy; have bad vision; cloud; be blinded; be/make dizzy;"
"535","calligav","be dark/gloomy/misty/cloudy; have bad vision; cloud; be blinded; be/make dizzy;"
"536","calav","announce, proclaim; summon, convoke, call forth/together;"
"537","calav","|let down, allow to hang free; loosen; slacken;"
"538","calvav","make/leave bare;"
"539","camarav","roof/vault over;"
"540","cambiav","change (of money);"
"541","camerav","roof/vault over;"
"542","caminav","form into an oven; shape like an oven;"
"543","campsav","go around; double; turn around in place;"
"544","cancellav","arrange in criss-cross pattern; enclose in lattice/grid; cancel, cross out;"
"545","candicav","have white appearance; be white/whitish;"
"546","candidav","make glittering/bright; make white;"
"547","canonizav","canonize, elevate to sainthood; include in canon of Scripture; reduce to rules;"
"548","cantillav","sing low; hum; warble, chirp (Ecc);"
"549","cantilav","sing;"
"550","cantitav","sing; sing repeatedly, sing over and over; sing/play often (L+S);"
"551","cantav","sing; play (roles/music); recite; praise, celebrate; forewarn; enchant, bewitch;"
"552","caperrav","be/become wrinkled; wrinkle (L+S); furl (sails);"
"553","capistrav","provide with a halter, put a halter on a horse; fasten with a headstall; bind;"
"554","captitav","snatch at; strive eagerly after;"
"555","captivav","take captive;"
"556","captav","try/long/aim for, desire; entice; hunt legacy; try to catch/grasp/seize/reach;"
"557","capulav","draw off oil from oil press; attach/halter (cattle); catch (animals);"
"558","carbunculav","be afflicted with a form of vine blight;"
"559","carinav","curse, abuse, revile, blame; use abusive language;"
"560","carinav","turn into/shape like a ship/hull; supply with/get/grow a shell;"
"561","carminav","card (wool, etc.); produce by carding;"
"562","carminav","|make verses;"
"563","carnificav","execute; behead; butcher; cut in pieces, mangle;"
"564","carnuficav","execute; behead; butcher; cut in pieces, mangle;"
"565","carricav","charge (a weapon, a battery);"
"566","casitav","fall/drop down repeatedly/frequently;"
"567","cassitav","drip;"
"568","cassav","totter, begin to fall; shake, waver (L+S);"
"569","cassav","bring to naught, destroy; annul, make null and void;"
"570","castificav","punish, correct; make pure;"
"571","castigav","chastise/chasten, punish; correct, reprimand/dress down, castigate; neutralize;"
"572","castrav","castrate, emasculate/unman; spay (animal); dock (tail); diminish/impair/weaken;"
"573","cataplasmav","apply a poultice/plaster (to);"
"574","catechissav","instruct in religion, teach by question and answer, catechize;"
"575","catechizav","instruct in religion, teach by question and answer, catechize;"
"576","catecizav","instruct in religion, teach by question and answer, catechize;"
"577","catenav","chain/bind/tie/shackle together; secure with bonds/chains/fetters;"
"578","catillav","lick plates;"
"579","catomidiav","lay one over shoulders of another and flog him; strike on shoulders;"
"580","causav","cause;"
"581","cauteriav","burn/mark with a branding iron, brand;"
"582","cauterizav","cauterize, burn with a hot iron; mark with a branding iron, brand;"
"583","cavernav","make hollow;"
"584","cavav","hollow out, make concave/hollow; excavate; cut/pierce through; carve in relief;"
"585","celebrav","celebrate/perform; frequent; honor/glorify; publicize/advertise; discuss/bandy;"
"586","celerav","quicken/accelerate; make haste, act quickly/be quick; hasten, hurry, do quickly;"
"587","celav","conceal, hide, keep secret; disguise; keep in dark/in ignorance; shield;"
"588","cenitav","dine/eat habitually (in a particular place/manner); have dinner, dine (often);"
"589","cenav","dine, eat dinner/supper; have dinner with; dine on, make a meal of;"
"590","centralizav","centralize;"
"591","centuplicav","increase a hundredfold;"
"592","centuriav","arrange/assign (soldiers) in military centuries; divide land into centuriae;"
"593","cerificav","make wax; spawn (of purple-fish) (make wax/prepare slimy nest for eggs);"
"594","cernulav","throw headlong; throw down (L+S);"
"595","cernuav","fall headfirst; dive; turn a somersault;"
"596","cerav","smear/coat with wax;"
"597","certificav","certify; register"
"598","certiorav","inform, show, apprise;"
"599","certav","vie (with), contest, contend/struggle (at law/politics), dispute; fight, strive;"
"600","caespitav","stumble;"
"601","cessav","be remiss/inactive; hold back, leave off, delay, cease from; rest; be free of;"
"602","chalav","let down, allow to hang free; loosen;"
"603","charazav","scratch, engrave;"
"604","charmidav","Charmidize, turn into Charmides (comic character in Plautus' play Trinummus);"
"605","chenturiav","arrange/assign (soldiers) in military centuries; divide land into centuriae;"
"606","Christianizav","profess Christianity;"
"607","cibav","feed, give food/fodder to animals/men; (also passive sense) eat, take food;"
"608","cicatricav","form a scar over;"
"609","cicurav","tame; pacify;"
"610","cinematographav","film;"
"611","circinav","bend/make circular/round; traverse circular course, wheel through; take round;"
"612","circitav","go round as a hawker/peddler/solicitor; frequent, be busy (L+S);"
"613","circav","traverse; go about (L+S); wander through;"
"614","circulav","make circular/round/curved; encircle, encompass (L+S);"
"615","circumaedificav","build round about; (Vulgate Lamentations 3:7);"
"616","circumaggerav","pile (earth) round about; surround (with heaped earth);"
"617","circumambulav","walk around/over;"
"618","circumarav","plow around, surround with a furrow;"
"619","circumcalcav","tread/trample earth (down around);"
"620","circumcircav","encircle, surround; border; skirt; circulate/wander through; go/measure round;"
"621","circumclamav","roar around (waves/surf);"
"622","circumctipav","surround, accompany, attend;"
"623","circumculcav","tread/trample earth (down around);"
"624","circumcumulav","heap/pile up around;"
"625","circumcursav","run about; run round (of person); run about (of things), revolve;"
"626","circumded","surround; envelop, post/put/place/build around; enclose; beset; pass around;"
"627","circumdolav","chop around with an ax; hew off around (L+S);"
"628","circumequitav","ride around;"
"629","circumerrav","wander/prowl/meander/stroll/hover around; orbit, go around in orbit (planet);"
"630","circumfirmav","fasten round;"
"631","circumflagrav","blaze/scorch all around;"
"632","circumflav","blow around; blow on/assail from all sides; veer around (wind);"
"633","circumforav","pierce with holes round about;"
"634","circumfricu","rub/brush round about; scour;"
"635","circumfricu","rub/brush round about; scour;"
"636","circumgelav","freeze/harden round/all around;"
"637","circumgestav","carry/bear about/around;"
"638","circumglobav","form a ball/cluster/sphere (around something);"
"639","circumlaqueav","wind around; (like a noose);"
"640","circumlatrav","bark round about; roar around (L+S);"
"641","circumlav","wash round about/around, wash side of; flow all around (waters) (L+S);"
"642","circumlevav","raise up all around;"
"643","circumligav","bind around/to; encircle, surround; attach, fasten; pass/wrap around, bandage;"
"644","circumlustrav","traverse (in circular course), pace around; go around (in purifying ceremony);"
"645","circummeav","go/travel/pass around;"
"646","circumnavigav","sail around; circumnavigate;"
"647","circumnav","swim around;"
"648","circumnotav","draw/paint around;"
"649","circumplicav","coil round (like a snake); wind (strip) around; twine/bend around;"
"650","circumplumbav","coat (all over) with lead; pour lead all around (L+S);"
"651","circumpulsav","assail/beat/pulsate from every side; (with noise, etc);"
"652","circumpurgav","clear/clean/purify/free from adhesions all around/round about;"
